auktion_id,auktionstype,auktionsnavn,auktionsdato,saeson,dag_tema,event_id,event_navn,katalogomkostning,max_lots
O00731,online,Onlineauktion uge 39 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-09-22,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00732,online,Onlineauktion uge 39 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-09-23,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00733,online,Onlineauktion uge 39 2025 – Smykker/Fashion/Ure,2025-09-24,,Smykker/Fashion/Ure,,,,
O00734,online,Onlineauktion uge 40 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-09-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00735,online,Onlineauktion uge 40 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-09-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00736,online,Onlineauktion uge 40 2025 – Smykker/Fashion/Ure,2025-10-01,,Smykker/Fashion/Ure,,,,
O00737,online,Onlineauktion uge 41 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-10-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00738,online,Onlineauktion uge 41 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-10-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00739,online,Onlineauktion uge 41 2025 – Smykker/Fashion/Ure,2025-10-08,,Smykker/Fashion/Ure,,,,
O00740,online,Onlineauktion uge 42 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-10-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00741,online,Onlineauktion uge 42 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-10-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00742,online,Onlineauktion uge 42 2025 – Smykker/Fashion/Ure,2025-10-15,,Smykker/Fashion/Ure,,,,
O00743,online,Onlineauktion uge 43 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-10-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00744,online,Onlineauktion uge 43 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-10-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00745,online,Onlineauktion uge 43 2025 – Smykker/Fashion/Ure,2025-10-22,,Smykker/Fashion/Ure,,,,
O00746,online,Onlineauktion uge 44 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-10-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00747,online,Onlineauktion uge 44 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-10-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00748,online,Onlineauktion uge 44 2025 – Smykker/Fashion/Ure,2025-10-29,,Smykker/Fashion/Ure,,,,
O00749,online,Onlineauktion uge 45 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-11-03,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00750,online,Onlineauktion uge 45 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-11-04,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00751,online,Onlineauktion uge 45 2025 – Smykker/Fashion/Ure,2025-11-05,,Smykker/Fashion/Ure,,,,
O00752,online,Onlineauktion uge 46 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-11-10,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00753,online,Onlineauktion uge 46 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-11-11,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00754,online,Onlineauktion uge 46 2025 – Smykker/Fashion/Ure,2025-11-12,,Smykker/Fashion/Ure,,,,
O00755,online,Onlineauktion uge 47 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-11-17,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00756,online,Onlineauktion uge 47 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-11-18,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00757,online,Onlineauktion uge 47 2025 – Smykker/Fashion/Ure,2025-11-19,,Smykker/Fashion/Ure,,,,
L00782,live,Vintersauktion 2025 – Ældre Møbler/Ældre Kunst,2025-11-24,Vinter,Ældre Møbler/Ældre Kunst,E20254,Vinter 2025,111690,200
O00758,online,Onlineauktion uge 48 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-11-24,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00783,live,Vintersauktion 2025 – Varia/Moderne Design,2025-11-25,Vinter,Varia/Moderne Design,E20254,Vinter 2025,108529,200
O00759,online,Onlineauktion uge 48 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-11-25,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00784,live,Vintersauktion 2025 – Moderne Møbler/Moderne Kunst,2025-11-26,Vinter,Moderne Møbler/Moderne Kunst,E20254,Vinter 2025,87456,200
O00760,online,Onlineauktion uge 48 2025 – Smykker/Fashion/Ure,2025-11-26,,Smykker/Fashion/Ure,,,,
L00785,live,Vintersauktion 2025 – Smykker/Fashion/Ure,2025-11-27,Vinter,Smykker/Fashion/Ure,E20254,Vinter 2025,181234,200
O00761,online,Onlineauktion uge 49 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-12-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00762,online,Onlineauktion uge 49 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-12-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00763,online,Onlineauktion uge 49 2025 – Smykker/Fashion/Ure,2025-12-03,,Smykker/Fashion/Ure,,,,
O00764,online,Onlineauktion uge 50 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-12-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00765,online,Onlineauktion uge 50 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-12-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00766,online,Onlineauktion uge 50 2025 – Smykker/Fashion/Ure,2025-12-10,,Smykker/Fashion/Ure,,,,
O00767,online,Onlineauktion uge 51 2025 – Ældre Kunst/Ældre Møbler/Varia,2025-12-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00768,online,Onlineauktion uge 51 2025 – Moderne Kunst/Moderne Møbler/Moderne Design,2025-12-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00769,online,Onlineauktion uge 51 2025 – Smykker/Fashion/Ure,2025-12-17,,Smykker/Fashion/Ure,,,,
O00786,online,Onlineauktion uge 2 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-01-05,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00787,online,Onlineauktion uge 2 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-01-06,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00788,online,Onlineauktion uge 2 2026 – Smykker/Fashion/Ure,2026-01-07,,Smykker/Fashion/Ure,,,,
O00789,online,Onlineauktion uge 3 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-01-12,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00790,online,Onlineauktion uge 3 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-01-13,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00791,online,Onlineauktion uge 3 2026 – Smykker/Fashion/Ure,2026-01-14,,Smykker/Fashion/Ure,,,,
O00792,online,Onlineauktion uge 4 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-01-19,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00793,online,Onlineauktion uge 4 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-01-20,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00794,online,Onlineauktion uge 4 2026 – Smykker/Fashion/Ure,2026-01-21,,Smykker/Fashion/Ure,,,,
O00795,online,Onlineauktion uge 5 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-01-26,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00796,online,Onlineauktion uge 5 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-01-27,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00797,online,Onlineauktion uge 5 2026 – Smykker/Fashion/Ure,2026-01-28,,Smykker/Fashion/Ure,,,,
O00798,online,Onlineauktion uge 6 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-02-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00799,online,Onlineauktion uge 6 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-02-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00800,online,Onlineauktion uge 6 2026 – Smykker/Fashion/Ure,2026-02-04,,Smykker/Fashion/Ure,,,,
O00801,online,Onlineauktion uge 7 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-02-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00802,online,Onlineauktion uge 7 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-02-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00803,online,Onlineauktion uge 7 2026 – Smykker/Fashion/Ure,2026-02-11,,Smykker/Fashion/Ure,,,,
O00804,online,Onlineauktion uge 8 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-02-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00805,online,Onlineauktion uge 8 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-02-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00806,online,Onlineauktion uge 8 2026 – Smykker/Fashion/Ure,2026-02-18,,Smykker/Fashion/Ure,,,,
O00807,online,Onlineauktion uge 9 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-02-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00808,online,Onlineauktion uge 9 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-02-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00809,online,Onlineauktion uge 9 2026 – Smykker/Fashion/Ure,2026-02-25,,Smykker/Fashion/Ure,,,,
O00810,online,Onlineauktion uge 10 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-03-02,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00811,online,Onlineauktion uge 10 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-03-03,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00812,online,Onlineauktion uge 10 2026 – Smykker/Fashion/Ure,2026-03-04,,Smykker/Fashion/Ure,,,,
L00867,live,Forårsauktion 2026 – Ældre Møbler/Ældre Kunst,2026-03-09,Forår,Ældre Møbler/Ældre Kunst,E20261,Forår 2026,132323,200
O00813,online,Onlineauktion uge 11 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-03-09,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00868,live,Forårsauktion 2026 – Varia/Moderne Design,2026-03-10,Forår,Varia/Moderne Design,E20261,Forår 2026,109673,200
O00814,online,Onlineauktion uge 11 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-03-10,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00869,live,Forårsauktion 2026 – Moderne Møbler/Moderne Kunst,2026-03-11,Forår,Moderne Møbler/Moderne Kunst,E20261,Forår 2026,92984,200
O00815,online,Onlineauktion uge 11 2026 – Smykker/Fashion/Ure,2026-03-11,,Smykker/Fashion/Ure,,,,
L00870,live,Forårsauktion 2026 – Smykker/Fashion/Ure,2026-03-12,Forår,Smykker/Fashion/Ure,E20261,Forår 2026,177623,200
O00816,online,Onlineauktion uge 12 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-03-16,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00817,online,Onlineauktion uge 12 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-03-17,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00818,online,Onlineauktion uge 12 2026 – Smykker/Fashion/Ure,2026-03-18,,Smykker/Fashion/Ure,,,,
O00819,online,Onlineauktion uge 13 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-03-23,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00820,online,Onlineauktion uge 13 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-03-24,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00821,online,Onlineauktion uge 13 2026 – Smykker/Fashion/Ure,2026-03-25,,Smykker/Fashion/Ure,,,,
O00822,online,Onlineauktion uge 14 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-03-30,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00823,online,Onlineauktion uge 14 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-03-31,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00824,online,Onlineauktion uge 14 2026 – Smykker/Fashion/Ure,2026-04-01,,Smykker/Fashion/Ure,,,,
O00825,online,Onlineauktion uge 15 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-04-06,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00826,online,Onlineauktion uge 15 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-04-07,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00827,online,Onlineauktion uge 15 2026 – Smykker/Fashion/Ure,2026-04-08,,Smykker/Fashion/Ure,,,,
O00828,online,Onlineauktion uge 16 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-04-13,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00829,online,Onlineauktion uge 16 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-04-14,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00830,online,Onlineauktion uge 16 2026 – Smykker/Fashion/Ure,2026-04-15,,Smykker/Fashion/Ure,,,,
O00831,online,Onlineauktion uge 17 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-04-20,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00832,online,Onlineauktion uge 17 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-04-21,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00833,online,Onlineauktion uge 17 2026 – Smykker/Fashion/Ure,2026-04-22,,Smykker/Fashion/Ure,,,,
O00834,online,Onlineauktion uge 18 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-04-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00835,online,Onlineauktion uge 18 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-04-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00836,online,Onlineauktion uge 18 2026 – Smykker/Fashion/Ure,2026-04-29,,Smykker/Fashion/Ure,,,,
O00837,online,Onlineauktion uge 19 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-05-04,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00838,online,Onlineauktion uge 19 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-05-05,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00839,online,Onlineauktion uge 19 2026 – Smykker/Fashion/Ure,2026-05-06,,Smykker/Fashion/Ure,,,,
O00840,online,Onlineauktion uge 20 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-05-11,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00841,online,Onlineauktion uge 20 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-05-12,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00842,online,Onlineauktion uge 20 2026 – Smykker/Fashion/Ure,2026-05-13,,Smykker/Fashion/Ure,,,,
O00843,online,Onlineauktion uge 21 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-05-18,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00844,online,Onlineauktion uge 21 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-05-19,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00845,online,Onlineauktion uge 21 2026 – Smykker/Fashion/Ure,2026-05-20,,Smykker/Fashion/Ure,,,,
O00846,online,Onlineauktion uge 22 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-05-25,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00847,online,Onlineauktion uge 22 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-05-26,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00848,online,Onlineauktion uge 22 2026 – Smykker/Fashion/Ure,2026-05-27,,Smykker/Fashion/Ure,,,,
L00871,live,Sommersauktion 2026 – Ældre Møbler/Ældre Kunst,2026-06-01,Sommer,Ældre Møbler/Ældre Kunst,E20262,Sommer 2026,113225,200
O00849,online,Onlineauktion uge 23 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-06-01,,Ældre Kunst/Ældre Møbler/Varia,,,,
L00872,live,Sommersauktion 2026 – Varia/Moderne Design,2026-06-02,Sommer,Varia/Moderne Design,E20262,Sommer 2026,86267,200
O00850,online,Onlineauktion uge 23 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-06-02,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
L00873,live,Sommersauktion 2026 – Moderne Møbler/Moderne Kunst,2026-06-03,Sommer,Moderne Møbler/Moderne Kunst,E20262,Sommer 2026,75483,200
O00851,online,Onlineauktion uge 23 2026 – Smykker/Fashion/Ure,2026-06-03,,Smykker/Fashion/Ure,,,,
L00874,live,Sommersauktion 2026 – Smykker/Fashion/Ure,2026-06-04,Sommer,Smykker/Fashion/Ure,E20262,Sommer 2026,157437,200
O00852,online,Onlineauktion uge 24 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-06-08,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00853,online,Onlineauktion uge 24 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-06-09,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00854,online,Onlineauktion uge 24 2026 – Smykker/Fashion/Ure,2026-06-10,,Smykker/Fashion/Ure,,,,
O00855,online,Onlineauktion uge 25 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-06-15,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00856,online,Onlineauktion uge 25 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-06-16,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00857,online,Onlineauktion uge 25 2026 – Smykker/Fashion/Ure,2026-06-17,,Smykker/Fashion/Ure,,,,
O00858,online,Onlineauktion uge 26 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-06-22,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00859,online,Onlineauktion uge 26 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-06-23,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00860,online,Onlineauktion uge 26 2026 – Smykker/Fashion/Ure,2026-06-24,,Smykker/Fashion/Ure,,,,
O00861,online,Onlineauktion uge 27 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-06-29,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00862,online,Onlineauktion uge 27 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-06-30,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00863,online,Onlineauktion uge 27 2026 – Smykker/Fashion/Ure,2026-07-01,,Smykker/Fashion/Ure,,,,
O00864,online,Onlineauktion uge 31 2026 – Ældre Kunst/Ældre Møbler/Varia,2026-07-27,,Ældre Kunst/Ældre Møbler/Varia,,,,
O00865,online,Onlineauktion uge 31 2026 – Moderne Kunst/Moderne Møbler/Moderne Design,2026-07-28,,Moderne Kunst/Moderne Møbler/Moderne Design,,,,
O00866,online,Onlineauktion uge 31 2026 – Smykker/Fashion/Ure,2026-07-29,,Smykker/Fashion/Ure,,,,
